"identity","classification","r14State","r15State","r14AngleDegrees","r15AngleDegrees","angleDeltaDegrees","r14BfDfDifferenceDegrees","r15BfDfDifferenceDegrees","r14DiagnosticRoot","r15DiagnosticRoot"
"BackSide_BowComp\Lot_62631-535\62631-535_20260731134801\Slot08|BACK","SAME_PASS","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","90.09080376081884","90.09080376081884","0","0.018392478362386555","0.018392478362386555","D:\KLARFExport\_ArgosReview\C15RUN1\i\BackSide_BowComp_Lot_62631-535_62631-535_2_8651c9bc90\back_notch","D:\KLARFExport\_ArgosReview\C15RUN2\i\BackSide_BowComp_Lot_62631-535_62631-535_2_8651c9bc90\back_notch"
"BackSide_BowComp\Lot_62631-535\62631-535_20260731134801\Slot09|BACK","SAME_PASS","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","90.09534103427113","90.09534103427113","0","0.00931793145781512","0.00931793145781512","D:\KLARFExport\_ArgosReview\C15RUN1\i\BackSide_BowComp_Lot_62631-535_62631-535_2_cda79fc008\back_notch","D:\KLARFExport\_ArgosReview\C15RUN2\i\BackSide_BowComp_Lot_62631-535_62631-535_2_cda79fc008\back_notch"
"BackSide_BowComp\Lot_62631-535\62631-535_20260731134801\Slot10|BACK","SAME_PASS","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","90.29094815635193","90.29094815635193","0","0.01810368729621814","0.01810368729621814","D:\KLARFExport\_ArgosReview\C15RUN1\i\BackSide_BowComp_Lot_62631-535_62631-535_2_669330a556\back_notch","D:\KLARFExport\_ArgosReview\C15RUN2\i\BackSide_BowComp_Lot_62631-535_62631-535_2_669330a556\back_notch"
"BackSide_BowComp\Lot_62631-535\62631-535_20260731154338\Slot01|BACK","SAME_PASS","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","90.0893680862939","90.0893680862939","0","0.021263827412184355","0.021263827412184355","D:\KLARFExport\_ArgosReview\C15RUN1\i\BackSide_BowComp_Lot_62631-535_62631-535_2_04ef149811\back_notch","D:\KLARFExport\_ArgosReview\C15RUN2\i\BackSide_BowComp_Lot_62631-535_62631-535_2_04ef149811\back_notch"
"BackSide_BowComp\Lot_62631-535\62631-535_20260731154338\Slot02|BACK","SAME_PASS","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","89.90746892424644","89.90746892424644","0","0.01493784849284907","0.01493784849284907","D:\KLARFExport\_ArgosReview\C15RUN1\i\BackSide_BowComp_Lot_62631-535_62631-535_2_ac3d8f3a6b\back_notch","D:\KLARFExport\_ArgosReview\C15RUN2\i\BackSide_BowComp_Lot_62631-535_62631-535_2_ac3d8f3a6b\back_notch"
"BackSide_BowComp\Lot_62631-535\62631-535_20260731154338\Slot03|BACK","SAME_PASS","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","90.1080876926798","90.1080876926798","0","0.016175385359645134","0.016175385359645134","D:\KLARFExport\_ArgosReview\C15RUN1\i\BackSide_BowComp_Lot_62631-535_62631-535_2_a749360f42\back_notch","D:\KLARFExport\_ArgosReview\C15RUN2\i\BackSide_BowComp_Lot_62631-535_62631-535_2_a749360f42\back_notch"
"BackSide_BowComp\Lot_62631-535\62631-535_20260731154338\Slot04|BACK","SAME_PASS","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","90.1218139475141","90.1218139475141","0","0.04362789502818032","0.04362789502818032","D:\KLARFExport\_ArgosReview\C15RUN1\i\BackSide_BowComp_Lot_62631-535_62631-535_2_4956b47dad\back_notch","D:\KLARFExport\_ArgosReview\C15RUN2\i\BackSide_BowComp_Lot_62631-535_62631-535_2_4956b47dad\back_notch"
"BackSide_BowComp\Lot_62631-535\62631-535_20260731154338\Slot05|BACK","SAME_PASS","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","90.10629233791171","90.10629233791171","0","0.012584675823404723","0.012584675823404723","D:\KLARFExport\_ArgosReview\C15RUN1\i\BackSide_BowComp_Lot_62631-535_62631-535_2_19d96ef18a\back_notch","D:\KLARFExport\_ArgosReview\C15RUN2\i\BackSide_BowComp_Lot_62631-535_62631-535_2_19d96ef18a\back_notch"
"BackSide_BowComp\Lot_62631-535\62631-535_20260731154338\Slot06|BACK","SAME_PASS","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","90.09479100092038","90.09479100092038","0","0.010417998159311992","0.010417998159311992","D:\KLARFExport\_ArgosReview\C15RUN1\i\BackSide_BowComp_Lot_62631-535_62631-535_2_f7e7e25c39\back_notch","D:\KLARFExport\_ArgosReview\C15RUN2\i\BackSide_BowComp_Lot_62631-535_62631-535_2_f7e7e25c39\back_notch"
"BackSide_BowComp\Lot_62631-535\62631-535_20260731154338\Slot07|BACK","SAME_PASS","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","90.09447401226446","90.09447401226446","0","0.011051975471161768","0.011051975471161768","D:\KLARFExport\_ArgosReview\C15RUN1\i\BackSide_BowComp_Lot_62631-535_62631-535_2_3e8752c380\back_notch","D:\KLARFExport\_ArgosReview\C15RUN2\i\BackSide_BowComp_Lot_62631-535_62631-535_2_3e8752c380\back_notch"
"BackSide_BowComp\Lot_62631-535\62631-535_20260731154338\Slot08|BACK","SAME_PASS","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","90.12107347432685","90.12107347432685","0","0.04214694865370916","0.04214694865370916","D:\KLARFExport\_ArgosReview\C15RUN1\i\BackSide_BowComp_Lot_62631-535_62631-535_2_baa76b015b\back_notch","D:\KLARFExport\_ArgosReview\C15RUN2\i\BackSide_BowComp_Lot_62631-535_62631-535_2_baa76b015b\back_notch"
"BackSide_BowComp\Lot_62631-535\62631-535_20260731154338\Slot09|BACK","SAME_PASS","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","90.10071503165959","90.10071503165959","0","0.0014300633191624001","0.0014300633191624001","D:\KLARFExport\_ArgosReview\C15RUN1\i\BackSide_BowComp_Lot_62631-535_62631-535_2_0f6a73c38c\back_notch","D:\KLARFExport\_ArgosReview\C15RUN2\i\BackSide_BowComp_Lot_62631-535_62631-535_2_0f6a73c38c\back_notch"
"BackSide_BowComp\Lot_62631-535\62631-535_20260731154338\Slot10|BACK","SAME_PASS","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","90.07938897943562","90.07938897943562","0","0.04122204112871941","0.04122204112871941","D:\KLARFExport\_ArgosReview\C15RUN1\i\BackSide_BowComp_Lot_62631-535_62631-535_2_3415ab76ce\back_notch","D:\KLARFExport\_ArgosReview\C15RUN2\i\BackSide_BowComp_Lot_62631-535_62631-535_2_3415ab76ce\back_notch"
"BackSide_BowComp\Lot_62631-535\62631-535_20260803102641\Slot01|BACK","SAME_PASS","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","89.48777365582953","89.48777365582953","0","0.024452688340886652","0.024452688340886652","D:\KLARFExport\_ArgosReview\C15RUN1\i\BackSide_BowComp_Lot_62631-535_62631-535_2_7d7540c44a\back_notch","D:\KLARFExport\_ArgosReview\C15RUN2\i\BackSide_BowComp_Lot_62631-535_62631-535_2_7d7540c44a\back_notch"
"BackSide_BowComp\Lot_62631-535\62631-535_20260803102641\Slot02|BACK","SAME_PASS","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","90.206939645547","90.206939645547","0","0.013879291094013979","0.013879291094013979","D:\KLARFExport\_ArgosReview\C15RUN1\i\BackSide_BowComp_Lot_62631-535_62631-535_2_a0e987ad3e\back_notch","D:\KLARFExport\_ArgosReview\C15RUN2\i\BackSide_BowComp_Lot_62631-535_62631-535_2_a0e987ad3e\back_notch"
"BackSide_BowComp\Lot_62631-535\62631-535_20260803102641\Slot03|BACK","SAME_PASS","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","90.12341752331837","90.12341752331837","0","0.046835046636772404","0.046835046636772404","D:\KLARFExport\_ArgosReview\C15RUN1\i\BackSide_BowComp_Lot_62631-535_62631-535_2_f0d9610791\back_notch","D:\KLARFExport\_ArgosReview\C15RUN2\i\BackSide_BowComp_Lot_62631-535_62631-535_2_f0d9610791\back_notch"
"BackSide_BowComp\Lot_62631-535\62631-535_20260803102641\Slot04|BACK","SAME_PASS","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","90.12197085175795","90.12197085175795","0","0.043941703515884","0.043941703515884","D:\KLARFExport\_ArgosReview\C15RUN1\i\BackSide_BowComp_Lot_62631-535_62631-535_2_ec79317521\back_notch","D:\KLARFExport\_ArgosReview\C15RUN2\i\BackSide_BowComp_Lot_62631-535_62631-535_2_ec79317521\back_notch"
"BackSide_BowComp\Lot_62631-535\62631-535_20260803102641\Slot05|BACK","SAME_PASS","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","90.18996131766148","90.18996131766148","0","0.020077364677035803","0.020077364677035803","D:\KLARFExport\_ArgosReview\C15RUN1\i\BackSide_BowComp_Lot_62631-535_62631-535_2_f93e3c46fa\back_notch","D:\KLARFExport\_ArgosReview\C15RUN2\i\BackSide_BowComp_Lot_62631-535_62631-535_2_f93e3c46fa\back_notch"
"BackSide_BowComp\Lot_62631-535\62631-535_20260803102641\Slot06|BACK","SAME_PASS","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","90.79861961879965","90.79861961879965","0","0.00276076240072598","0.00276076240072598","D:\KLARFExport\_ArgosReview\C15RUN1\i\BackSide_BowComp_Lot_62631-535_62631-535_2_354a800c28\back_notch","D:\KLARFExport\_ArgosReview\C15RUN2\i\BackSide_BowComp_Lot_62631-535_62631-535_2_354a800c28\back_notch"
"BackSide_BowComp\Lot_62631-535\62631-535_20260803102641\Slot07|BACK","SAME_PASS","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","90.1013871295696","90.1013871295696","0","0.002774259139187052","0.002774259139187052","D:\KLARFExport\_ArgosReview\C15RUN1\i\BackSide_BowComp_Lot_62631-535_62631-535_2_220b08302a\back_notch","D:\KLARFExport\_ArgosReview\C15RUN2\i\BackSide_BowComp_Lot_62631-535_62631-535_2_220b08302a\back_notch"
"BackSide_BowComp\Lot_62631-535\62631-535_20260803102641\Slot08|BACK","SAME_PASS","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","90.17774011920592","90.17774011920592","0","0.04451976158821935","0.04451976158821935","D:\KLARFExport\_ArgosReview\C15RUN1\i\BackSide_BowComp_Lot_62631-535_62631-535_2_9d174bda17\back_notch","D:\KLARFExport\_ArgosReview\C15RUN2\i\BackSide_BowComp_Lot_62631-535_62631-535_2_9d174bda17\back_notch"
"BackSide_BowComp\Lot_62631-535\62631-535_20260803102641\Slot09|BACK","SAME_PASS","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","90.12074894317128","90.12074894317128","0","0.04149788634254037","0.04149788634254037","D:\KLARFExport\_ArgosReview\C15RUN1\i\BackSide_BowComp_Lot_62631-535_62631-535_2_b93e4db7b9\back_notch","D:\KLARFExport\_ArgosReview\C15RUN2\i\BackSide_BowComp_Lot_62631-535_62631-535_2_b93e4db7b9\back_notch"
"BackSide_BowComp\Lot_62631-535\62631-535_20260803102641\Slot10|BACK","SAME_PASS","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","89.99778475274331","89.99778475274331","0","0.004430494513314898","0.004430494513314898","D:\KLARFExport\_ArgosReview\C15RUN1\i\BackSide_BowComp_Lot_62631-535_62631-535_2_54311d45f1\back_notch","D:\KLARFExport\_ArgosReview\C15RUN2\i\BackSide_BowComp_Lot_62631-535_62631-535_2_54311d45f1\back_notch"
"BackSide_BowComp\Lot_62631-536\62631-536_20260731164616\Slot04|BACK","SAME_PASS","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","89.97730668850909","89.97730668850909","0","0.045386622981794744","0.045386622981794744","D:\KLARFExport\_ArgosReview\C15RUN1\i\BackSide_BowComp_Lot_62631-536_62631-536_2_bc90eac536\back_notch","D:\KLARFExport\_ArgosReview\C15RUN2\i\BackSide_BowComp_Lot_62631-536_62631-536_2_bc90eac536\back_notch"
"BackSide_BowComp\Lot_62631-536\62631-536_20260731164616\Slot06|BACK","SAME_PASS","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","89.9006143447198","89.9006143447198","0","0.0012286894395856507","0.0012286894395856507","D:\KLARFExport\_ArgosReview\C15RUN1\i\BackSide_BowComp_Lot_62631-536_62631-536_2_733fa011b6\back_notch","D:\KLARFExport\_ArgosReview\C15RUN2\i\BackSide_BowComp_Lot_62631-536_62631-536_2_733fa011b6\back_notch"
"BackSide_BowComp\Lot_62631-536\62631-536_20260731164616\Slot08|BACK","RESCUED","HOLD_BACK_NOTCH_CHANNEL_ANALYSIS_FAILED","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","","89.974977979664","","","0.05004404067193491","D:\KLARFExport\_ArgosReview\C15RUN1\i\BackSide_BowComp_Lot_62631-536_62631-536_2_653d126b96\back_notch","D:\KLARFExport\_ArgosReview\C15RUN2\i\BackSide_BowComp_Lot_62631-536_62631-536_2_653d126b96\back_notch"
"BackSide_BowComp\Lot_62631-536\62631-536_20260731164616\Slot10|BACK","RESCUED","HOLD_BACK_NOTCH_CHANNEL_ANALYSIS_FAILED","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","","89.9135651899031","","","0.02713037980620925","D:\KLARFExport\_ArgosReview\C15RUN1\i\BackSide_BowComp_Lot_62631-536_62631-536_2_a4afbe340b\back_notch","D:\KLARFExport\_ArgosReview\C15RUN2\i\BackSide_BowComp_Lot_62631-536_62631-536_2_a4afbe340b\back_notch"
"BackSide_BowComp\Lot_62631-536\62631-536_20260731164616\Slot12|BACK","RESCUED","HOLD_BACK_NOTCH_CHANNEL_ANALYSIS_FAILED","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","","89.91589277181734","","","0.03178554363464059","D:\KLARFExport\_ArgosReview\C15RUN1\i\BackSide_BowComp_Lot_62631-536_62631-536_2_20f3fade85\back_notch","D:\KLARFExport\_ArgosReview\C15RUN2\i\BackSide_BowComp_Lot_62631-536_62631-536_2_20f3fade85\back_notch"
"BackSide_BowComp\Lot_62631-536\62631-536_20260731164616\Slot14|BACK","SAME_PASS","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","89.91414646689114","89.91414646689114","0","0.02829293378229636","0.02829293378229636","D:\KLARFExport\_ArgosReview\C15RUN1\i\BackSide_BowComp_Lot_62631-536_62631-536_2_5eeca09235\back_notch","D:\KLARFExport\_ArgosReview\C15RUN2\i\BackSide_BowComp_Lot_62631-536_62631-536_2_5eeca09235\back_notch"
"BackSide_BowComp\Lot_62631-536\62631-536_20260731164616\Slot16|BACK","RESCUED","HOLD_BACK_NOTCH_CHANNEL_ANALYSIS_FAILED","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","","89.91324084248814","","","0.026481684976289444","D:\KLARFExport\_ArgosReview\C15RUN1\i\BackSide_BowComp_Lot_62631-536_62631-536_2_ccc8df7968\back_notch","D:\KLARFExport\_ArgosReview\C15RUN2\i\BackSide_BowComp_Lot_62631-536_62631-536_2_ccc8df7968\back_notch"
"BackSide_BowComp\Lot_62631-536\62631-536_20260731164616\Slot18|BACK","SAME_PASS","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","89.90992633826468","89.90992633826468","0","0.01985267652935363","0.01985267652935363","D:\KLARFExport\_ArgosReview\C15RUN1\i\BackSide_BowComp_Lot_62631-536_62631-536_2_dbe2d667b3\back_notch","D:\KLARFExport\_ArgosReview\C15RUN2\i\BackSide_BowComp_Lot_62631-536_62631-536_2_dbe2d667b3\back_notch"
"BackSide_BowComp\Lot_62631-536\62631-536_20260731164616\Slot20|BACK","RESCUED","HOLD_BACK_NOTCH_CHANNEL_ANALYSIS_FAILED","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","","89.88906975807456","","","0.02186048385087247","D:\KLARFExport\_ArgosReview\C15RUN1\i\BackSide_BowComp_Lot_62631-536_62631-536_2_c7b0d42b0b\back_notch","D:\KLARFExport\_ArgosReview\C15RUN2\i\BackSide_BowComp_Lot_62631-536_62631-536_2_c7b0d42b0b\back_notch"
"BackSide_BowComp\Lot_62631-536\62631-536_20260731164616\Slot22|BACK","RESCUED","HOLD_BACK_NOTCH_CHANNEL_ANALYSIS_FAILED","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","","89.81373319261036","","","0.027466385220634493","D:\KLARFExport\_ArgosReview\C15RUN1\i\BackSide_BowComp_Lot_62631-536_62631-536_2_674239d2f4\back_notch","D:\KLARFExport\_ArgosReview\C15RUN2\i\BackSide_BowComp_Lot_62631-536_62631-536_2_674239d2f4\back_notch"
"BackSide_BowComp\Lot_62631-541\62631-541_20260803113522\Slot16|BACK","SAME_PASS","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","89.99184673431898","89.99184673431898","0","0.016306531361976795","0.016306531361976795","D:\KLARFExport\_ArgosReview\C15RUN1\i\BackSide_BowComp_Lot_62631-541_62631-541_2_2e74367e3b\back_notch","D:\KLARFExport\_ArgosReview\C15RUN2\i\BackSide_BowComp_Lot_62631-541_62631-541_2_2e74367e3b\back_notch"
"BackSide_BowComp\Lot_62631-541\62631-541_20260803113522\Slot17|BACK","SAME_PASS","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","89.98823072181057","89.98823072181057","0","0.023538556378895237","0.023538556378895237","D:\KLARFExport\_ArgosReview\C15RUN1\i\BackSide_BowComp_Lot_62631-541_62631-541_2_23f0126833\back_notch","D:\KLARFExport\_ArgosReview\C15RUN2\i\BackSide_BowComp_Lot_62631-541_62631-541_2_23f0126833\back_notch"
"BackSide_BowComp\Lot_62631-541\62631-541_20260803113522\Slot18|BACK","SAME_PASS","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","89.91724126250304","89.91724126250304","0","0.03448252500612625","0.03448252500612625","D:\KLARFExport\_ArgosReview\C15RUN1\i\BackSide_BowComp_Lot_62631-541_62631-541_2_254a8f8e93\back_notch","D:\KLARFExport\_ArgosReview\C15RUN2\i\BackSide_BowComp_Lot_62631-541_62631-541_2_254a8f8e93\back_notch"
"BackSide_BowComp\Lot_62631-541\62631-541_20260803113522\Slot19|BACK","SAME_PASS","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","90.00791220004862","90.00791220004862","0","0.015824400097187663","0.015824400097187663","D:\KLARFExport\_ArgosReview\C15RUN1\i\BackSide_BowComp_Lot_62631-541_62631-541_2_fec8164405\back_notch","D:\KLARFExport\_ArgosReview\C15RUN2\i\BackSide_BowComp_Lot_62631-541_62631-541_2_fec8164405\back_notch"
"BackSide_BowComp\Lot_62631-541\62631-541_20260803113522\Slot20|BACK","SAME_PASS","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","89.90242615112234","89.90242615112234","0","0.004852302244700013","0.004852302244700013","D:\KLARFExport\_ArgosReview\C15RUN1\i\BackSide_BowComp_Lot_62631-541_62631-541_2_bd45bf6087\back_notch","D:\KLARFExport\_ArgosReview\C15RUN2\i\BackSide_BowComp_Lot_62631-541_62631-541_2_bd45bf6087\back_notch"
"BackSide_BowComp\Lot_62631-541\62631-541_20260803113522\Slot21|BACK","SAME_PASS","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","89.98975176814616","89.98975176814616","0","0.020496463707701196","0.020496463707701196","D:\KLARFExport\_ArgosReview\C15RUN1\i\BackSide_BowComp_Lot_62631-541_62631-541_2_ca58e6164d\back_notch","D:\KLARFExport\_ArgosReview\C15RUN2\i\BackSide_BowComp_Lot_62631-541_62631-541_2_ca58e6164d\back_notch"
"BackSide_BowComp\Lot_62631-541\62631-541_20260803113522\Slot22|BACK","SAME_PASS","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","90.00357018849331","90.00357018849331","0","0.00714037698668335","0.00714037698668335","D:\KLARFExport\_ArgosReview\C15RUN1\i\BackSide_BowComp_Lot_62631-541_62631-541_2_c4410cd281\back_notch","D:\KLARFExport\_ArgosReview\C15RUN2\i\BackSide_BowComp_Lot_62631-541_62631-541_2_c4410cd281\back_notch"
"BackSide_BowComp\Lot_62631-541\62631-541_20260803113522\Slot23|BACK","SAME_PASS","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","89.8952889167833","89.8952889167833","0","0.009422166433409984","0.009422166433409984","D:\KLARFExport\_ArgosReview\C15RUN1\i\BackSide_BowComp_Lot_62631-541_62631-541_2_19ae087100\back_notch","D:\KLARFExport\_ArgosReview\C15RUN2\i\BackSide_BowComp_Lot_62631-541_62631-541_2_19ae087100\back_notch"
"BackSide_BowComp\Lot_62631-541\62631-541_20260803113522\Slot24|BACK","SAME_PASS","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","89.90224033351902","89.90224033351902","0","0.00448066703808081","0.00448066703808081","D:\KLARFExport\_ArgosReview\C15RUN1\i\BackSide_BowComp_Lot_62631-541_62631-541_2_6e8e1eedd7\back_notch","D:\KLARFExport\_ArgosReview\C15RUN2\i\BackSide_BowComp_Lot_62631-541_62631-541_2_6e8e1eedd7\back_notch"
"BackSide_BowComp\Lot_62631-541\62631-541_20260803113522\Slot25|BACK","SAME_PASS","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","89.90811874657916","89.90811874657916","0","0.016237493158371308","0.016237493158371308","D:\KLARFExport\_ArgosReview\C15RUN1\i\BackSide_BowComp_Lot_62631-541_62631-541_2_d8aff9d145\back_notch","D:\KLARFExport\_ArgosReview\C15RUN2\i\BackSide_BowComp_Lot_62631-541_62631-541_2_d8aff9d145\back_notch"
"BackSide_BowComp\Lot_62631-544\62631-544_20260803105445\Slot01|BACK","SAME_PASS","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","89.89981591317306","89.89981591317306","0","0.0003681736538965197","0.0003681736538965197","D:\KLARFExport\_ArgosReview\C15RUN1\i\BackSide_BowComp_Lot_62631-544_62631-544_2_f6c1ec2f7a\back_notch","D:\KLARFExport\_ArgosReview\C15RUN2\i\BackSide_BowComp_Lot_62631-544_62631-544_2_f6c1ec2f7a\back_notch"
"BackSide_BowComp\Lot_62631-544\62631-544_20260803105445\Slot02|BACK","RESCUED","HOLD_BACK_NOTCH_CHANNEL_ANALYSIS_FAILED","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","","89.88237476704953","","","0.035250465901015104","D:\KLARFExport\_ArgosReview\C15RUN1\i\BackSide_BowComp_Lot_62631-544_62631-544_2_74482fe631\back_notch","D:\KLARFExport\_ArgosReview\C15RUN2\i\BackSide_BowComp_Lot_62631-544_62631-544_2_74482fe631\back_notch"
"BackSide_BowComp\Lot_62631-544\62631-544_20260803105445\Slot03|BACK","RESCUED","HOLD_BACK_NOTCH_CHANNEL_ANALYSIS_FAILED","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","","89.900216409781","","","0.0004328195619507369","D:\KLARFExport\_ArgosReview\C15RUN1\i\BackSide_BowComp_Lot_62631-544_62631-544_2_b38af78ef2\back_notch","D:\KLARFExport\_ArgosReview\C15RUN2\i\BackSide_BowComp_Lot_62631-544_62631-544_2_b38af78ef2\back_notch"
"BackSide_BowComp\Lot_62631-544\62631-544_20260803105445\Slot04|BACK","RESCUED","HOLD_BACK_NOTCH_CHANNEL_ANALYSIS_FAILED","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","","89.80959479092354","","","0.01918958184700159","D:\KLARFExport\_ArgosReview\C15RUN1\i\BackSide_BowComp_Lot_62631-544_62631-544_2_4d656d2157\back_notch","D:\KLARFExport\_ArgosReview\C15RUN2\i\BackSide_BowComp_Lot_62631-544_62631-544_2_4d656d2157\back_notch"
"BackSide_BowComp\Lot_62631-544\62631-544_20260803105445\Slot05|BACK","SAME_PASS","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","89.81813615010594","89.81813615010594","0","0.03627230021180594","0.03627230021180594","D:\KLARFExport\_ArgosReview\C15RUN1\i\BackSide_BowComp_Lot_62631-544_62631-544_2_9b25d5163a\back_notch","D:\KLARFExport\_ArgosReview\C15RUN2\i\BackSide_BowComp_Lot_62631-544_62631-544_2_9b25d5163a\back_notch"
